EGID;EDID;EGAID;DEINR;ESID;STRNAME;STRNAMK;STRINDX;STRSP;STROFFIZIEL;DPLZ4;DPLZZ;DPLZNAME;DKODE;DKODN;DOFFADR;DEXPDAT
190112011;0;101373068;13;10160299;Flurweg;Flurweg;Flu;9901;1;6315;2;Alosen;2690829.266;1221975.375;1;17.02.2024
190112039;0;101373069;5b;10113573;Warthstrasse;Warthstr.;War;9901;1;6315;3;Morgarten;2691278;1217652;1;17.02.2024
190112044;0;101384943;1;10160299;Flurweg;Flurweg;Flu;9901;1;6315;2;Alosen;2690940.863;1221920.513;1;17.02.2024
190112055;0;101374797;18;10160299;Flurweg;Flurweg;Flu;9901;1;6315;2;Alosen;2690860.896;1221998.324;1;17.02.2024
190112070;0;101386596;9;10160299;Flurweg;Flurweg;Flu;9901;1;6315;2;Alosen;2690854.001;1221970.242;1;17.02.2024
190112076;0;101386599;21;10160299;Flurweg;Flurweg;Flu;9901;1;6315;2;Alosen;2690777.808;1221962.872;1;17.02.2024
190112077;0;101373769;3;10160299;Flurweg;Flurweg;Flu;9901;1;6315;2;Alosen;2690922.809;1221926.85;1;17.02.2024
190112112;0;101390044;3;10018820;Alisacher;Alisacher;Ali;9901;1;6315;0;Oberägeri;2690001.428;1221164.123;1;17.02.2024
190112176;0;101377034;5a;10113573;Warthstrasse;Warthstr.;War;9901;1;6315;3;Morgarten;2691277;1217661;1;17.02.2024
190112620;0;101533908;9;10017227;Dorfstrasse;Dorfstr.;Dor;9901;1;6318;0;Walchwil;2681608.588;1217226.338;1;17.02.2024
190113530;0;102181270;38c;10018233;Bannstrasse;Bannstr.;Ban;9901;1;6312;0;Steinhausen;2679547.32;1228351.707;1;17.02.2024
190113549;0;101545231;20;10064953;Zugerstrasse;Zugerstr.;Zug;9901;1;6312;0;Steinhausen;2679369.144;1227535.943;1;17.02.2024
190113698;0;101548406;1;10152916;Sagenmattweg;Sagenmattweg;Sag;9901;1;6313;3;Finstersee;2689988.584;1224900.426;1;17.02.2024
190113713;0;101548409;14;10011274;Zugerstrasse;Zugerstr.;Zug;9901;1;6340;0;Baar;2682135.62;1227323.909;1;17.02.2024
190113714;0;101548410;13;10012701;Inwilerstrasse;Inwilerstr.;Inw;9901;1;6340;0;Baar;2682492.889;1227373.677;1;17.02.2024
190113715;0;101545240;45;10160300;Parkstrasse;Parkstr.;Par;9901;1;6340;0;Baar;2681889.695;1228560.199;1;17.02.2024
190113716;0;101545241;47;10160300;Parkstrasse;Parkstr.;Par;9901;1;6340;0;Baar;2681874.252;1228576.899;1;17.02.2024
190113717;0;101548411;49;10160300;Parkstrasse;Parkstr.;Par;9901;1;6340;0;Baar;2681909.227;1228580.307;1;17.02.2024
190113718;0;101546822;51;10160300;Parkstrasse;Parkstr.;Par;9901;1;6340;0;Baar;2681894.227;1228597.703;1;17.02.2024
190114094;0;101550001;14;10095012;Binzmühlestrasse;Binzmühlestr.;Bin;9901;1;6343;0;Rotkreuz;2674873.991;1221771.757;1;17.02.2024
190114100;0;102106970;5;10018202;Industriestrasse;Industriestr.;Ind;9901;1;6343;0;Rotkreuz;2675310.302;1222591.226;1;17.02.2024
190114396;0;101549334;27.1;10011278;Dorfstrasse;Dorfstr.;Dor;9901;1;6340;0;Baar;2682270;1227528;1;17.02.2024
190114575;0;101546961;49;10093749;Rigistrasse;Rigistr.;Rig;9901;1;6314;0;Unterägeri;2685693.586;1221563.887;1;17.02.2024
190114637;0;101528339;11;10139759;Panoramaweg;Panoramaweg;Pan;9901;1;6313;0;Menzingen;2687709.326;1225740.26;1;17.02.2024
190115048;2;101584226;42b;10121586;Forchwaldstrasse;Forchwaldstr.;For;9901;1;6318;0;Walchwil;2682123.517;1217195.284;1;17.02.2024
190115048;1;101584405;42a;10121586;Forchwaldstrasse;Forchwaldstr.;For;9901;1;6318;0;Walchwil;2682117.926;1217194.561;1;17.02.2024
190115048;3;101584406;42c;10121586;Forchwaldstrasse;Forchwaldstr.;For;9901;1;6318;0;Walchwil;2682128.564;1217195.827;1;17.02.2024
190115048;4;101584407;42d;10121586;Forchwaldstrasse;Forchwaldstr.;For;9901;1;6318;0;Walchwil;2682132.955;1217196.279;1;17.02.2024
190117011;0;101546995;11;10017889;Rägetenstrasse;Rägetenstr.;Räg;9901;1;6318;0;Walchwil;2681439.132;1218024.775;1;17.02.2024
190117071;0;101487742;13;10017891;Schulhausstrasse;Schulhausstr.;Sch;9901;1;6318;0;Walchwil;2681795.05;1216893.7;1;17.02.2024
190117230;0;101547137;17;10017228;Engelmattstrasse;Engelmattstr.;Eng;9901;1;6318;0;Walchwil;2681634.563;1217094.397;1;17.02.2024
190117541;0;101547669;29a;10122545;Spiegelbergstrasse;Spiegelbergstr.;Spi;9901;1;6318;0;Walchwil;2682027.068;1217032.2;1;17.02.2024
190117541;2;101730377;29c;10122545;Spiegelbergstrasse;Spiegelbergstr.;Spi;9901;1;6318;0;Walchwil;2682038.043;1217035.877;1;17.02.2024
190117541;1;101738583;29b;10122545;Spiegelbergstrasse;Spiegelbergstr.;Spi;9901;1;6318;0;Walchwil;2682031.319;1217034.018;1;17.02.2024
190117541;3;101738584;29d;10122545;Spiegelbergstrasse;Spiegelbergstr.;Spi;9901;1;6318;0;Walchwil;2682041.498;1217037.125;1;17.02.2024
190117552;0;101550764;31a;10122545;Spiegelbergstrasse;Spiegelbergstr.;Spi;9901;1;6318;0;Walchwil;2682029.223;1217016.005;1;17.02.2024
190117552;4;101730453;31e;10122545;Spiegelbergstrasse;Spiegelbergstr.;Spi;9901;1;6318;0;Walchwil;2682047.85;1217023.795;1;17.02.2024
190117552;1;101730378;31b;10122545;Spiegelbergstrasse;Spiegelbergstr.;Spi;9901;1;6318;0;Walchwil;2682033.932;1217018.505;1;17.02.2024
190117552;2;101730379;31c;10122545;Spiegelbergstrasse;Spiegelbergstr.;Spi;9901;1;6318;0;Walchwil;2682038.807;1217018.921;1;17.02.2024
190117552;3;101730380;31d;10122545;Spiegelbergstrasse;Spiegelbergstr.;Spi;9901;1;6318;0;Walchwil;2682043.183;1217021.629;1;17.02.2024
190121466;0;101527894;2;10018501;Höhenstrasse;Höhenstr.;Höh;9901;1;6313;2;Edlibach;2686010.39;1226351.649;1;17.02.2024
190122353;0;101465983;128;10064324;Artherstrasse;Artherstr.;Art;9901;1;6317;0;Oberwil b. Zug;2680955.097;1222312.089;1;17.02.2024
190122355;0;101940143;7;10094857;Brunnenmattstrasse;Brunnenmattstr.;Bru;9901;1;6317;0;Oberwil b. Zug;2681205.776;1222515.178;1;17.02.2024
190122356;0;101465985;4a;10135312;Fuchsloch;Fuchsloch;Fuc;9901;1;6317;0;Oberwil b. Zug;2681263.566;1221888.255;1;17.02.2024
190122357;0;101465986;4b;10135312;Fuchsloch;Fuchsloch;Fuc;9901;1;6317;0;Oberwil b. Zug;2681229.05;1221892.14;1;17.02.2024
190122358;0;101501807;6b;10135312;Fuchsloch;Fuchsloch;Fuc;9901;1;6317;0;Oberwil b. Zug;2681224.739;1221849.749;1;17.02.2024
190122360;0;101485676;12;10016170;Gubelstrasse;Gubelstr.;Gub;9901;1;6300;0;Zug;2681811.553;1225407.274;1;17.02.2024
190122375;0;101465995;10;10064342;Schmidgasse;Schmidgasse;Sch;9901;1;6300;0;Zug;2681594.792;1224808.547;1;17.02.2024
190122380;0;101495230;2.1;10094873;Mattenstrasse;Mattenstr.;Mat;9901;1;6300;0;Zug;2681888.839;1225786.045;0;17.02.2024
190122382;0;102234348;2;10158987;Schürlirain;Schürlirain;Sch;9901;1;6300;0;Zug;2682767.184;1224740.778;1;17.02.2024
190122383;0;101466001;4;10158987;Schürlirain;Schürlirain;Sch;9901;1;6300;0;Zug;2682772.041;1224740.835;1;17.02.2024
190122384;0;101466002;6;10158987;Schürlirain;Schürlirain;Sch;9901;1;6300;0;Zug;2682796.194;1224761.499;1;17.02.2024
190122385;0;101466003;8;10158987;Schürlirain;Schürlirain;Sch;9901;1;6300;0;Zug;2682796.01;1224766.12;1;17.02.2024
190122388;0;102106979;1;10017291;Sonnenstrasse;Sonnenstr.;Son;9901;1;6300;0;Zug;2682019.565;1225479.12;1;17.02.2024
190122394;0;101977230;8;10094851;Ackerstrasse;Ackerstr.;Ack;9901;1;6300;0;Zug;2682119.164;1225838.116;1;17.02.2024
190122571;0;101534919;75;10017293;Stolzengrabenstrasse;Stolzengrabenstr.;Sto;9901;1;6317;0;Oberwil b. Zug;2681243.625;1222959.499;1;17.02.2024
190122700;0;101467349;3;10158088;Grafenaustrasse;Grafenaustr.;Gra;9901;1;6300;0;Zug;2681448.16;1225241.194;1;17.02.2024
190122700;1;101467351;5;10158088;Grafenaustrasse;Grafenaustr.;Gra;9901;1;6300;0;Zug;2681437.085;1225280.96;1;17.02.2024
190122700;2;103504423;9;10158088;Grafenaustrasse;Grafenaustr.;Gra;9901;1;6300;0;Zug;;;;17.02.2024
190122700;3;103504424;7;10158088;Grafenaustrasse;Grafenaustr.;Gra;9901;1;6300;0;Zug;;;;17.02.2024
190122946;0;101525769;17;10138249;Feldhof;Feldhof;Fel;9901;1;6300;0;Zug;2681417.749;1226107.105;1;17.02.2024
190122946;2;103277879;19;10138249;Feldhof;Feldhof;Fel;9901;1;6300;0;Zug;;;;17.02.2024
190122952;0;101549120;2;10130457;Eschenring;Eschenring;Esc;9901;1;6300;0;Zug;2681870.433;1226258.295;1;17.02.2024
190122952;2;101549122;6;10130457;Eschenring;Eschenring;Esc;9901;1;6300;0;Zug;2681822.282;1226268.373;1;17.02.2024
190122952;1;101525186;4;10130457;Eschenring;Eschenring;Esc;9901;1;6300;0;Zug;2681846.523;1226263.278;1;17.02.2024
190122958;0;101549123;6;10138249;Feldhof;Feldhof;Fel;9901;1;6300;0;Zug;2681344.207;1226129.904;1;17.02.2024
190122958;2;103279067;8;10138249;Feldhof;Feldhof;Fel;9901;1;6300;0;Zug;2681345.612;1226149.393;;17.02.2024
190122959;0;102106980;8b;10135312;Fuchsloch;Fuchsloch;Fuc;9901;1;6317;0;Oberwil b. Zug;2681220.229;1221807.51;1;17.02.2024
190122962;0;101549124;3;10113593;Waldhof;Waldhof;Wal;9901;1;6300;0;Zug;2682415.345;1224156.121;1;17.02.2024
190122963;0;101549125;7;10064325;Bellevueweg;Bellevueweg;Bel;9901;1;6300;0;Zug;2682003.945;1222909.134;1;17.02.2024
190123471;0;101530398;47;10105959;Holzhäusernstrasse;Holzhäusernstr.;Hol;9901;1;6343;2;Buonas;2676910.655;1221939.334;1;17.02.2024
190123521;0;101532000;13;10094714;Neuhofstrasse;Neuhofstr.;Neu;9901;1;6345;0;Neuheim;2685985.83;1228462.191;1;17.02.2024
190123523;0;101532001;5;10094716;Schlössliweg;Schlössliweg;Sch;9901;1;6345;0;Neuheim;2686012.605;1228766.684;1;17.02.2024
190123676;0;101532015;1;10018199;Grossweid;Grossweid;Gro;9901;1;6343;0;Rotkreuz;2674825.474;1220228.524;1;17.02.2024
190126191;0;101985152;4;10018439;Friesencham;Friesencham;Fri;9901;1;6330;0;Cham;2676542.579;1227792.246;1;17.02.2024
190126193;0;101462339;15;10156788;Müliacher;Müliacher;Mül;9901;1;6332;0;Hagendorn;2675509.675;1228630.605;1;17.02.2024
190126194;0;101547096;9;10156788;Müliacher;Müliacher;Mül;9901;1;6332;0;Hagendorn;2675472.799;1228637.2;1;17.02.2024
190126239;0;101977233;12;10018762;Schützenhausstrasse;Schützenhausstr.;Sch;9901;1;6332;0;Hagendorn;2675484.015;1228956.441;1;17.02.2024
190126240;0;101547098;14;10018762;Schützenhausstrasse;Schützenhausstr.;Sch;9901;1;6332;0;Hagendorn;2675453.214;1228900.674;1;17.02.2024
190126241;0;102106986;18a;10018762;Schützenhausstrasse;Schützenhausstr.;Sch;9901;1;6332;0;Hagendorn;2675490.643;1228897.227;1;17.02.2024
190126242;0;101547108;16a;10018762;Schützenhausstrasse;Schützenhausstr.;Sch;9901;1;6332;0;Hagendorn;2675493.32;1228925.526;1;17.02.2024
190128462;0;101463723;104;10095087;Seemattstrasse;Seemattstr.;See;9901;1;6330;0;Cham;2676877.659;1225365.734;1;17.02.2024
190130050;0;102190746;7;10161993;Flurweg;Flurweg;Flu;9901;1;6313;3;Finstersee;2690130.364;1224738.047;1;17.02.2024
190132545;0;101462322;30;10018233;Bannstrasse;Bannstr.;Ban;9901;1;6312;0;Steinhausen;2679472.271;1228178.869;1;17.02.2024
190132576;0;101460798;39;10021151;Grabenackerstrasse;Grabenackerstr.;Gra;9901;1;6312;0;Steinhausen;2679082.574;1228347.563;1;17.02.2024
190132617;0;101460804;12a;10064953;Zugerstrasse;Zugerstr.;Zug;9901;1;6312;0;Steinhausen;2679303.084;1227649.077;1;17.02.2024
190132618;0;101460805;8;10064953;Zugerstrasse;Zugerstr.;Zug;9901;1;6312;0;Steinhausen;2679321.307;1227719.793;0;17.02.2024
190132640;0;101463751;34;10105963;Sumpfstrasse;Sumpfstr.;Sum;9901;1;6312;0;Steinhausen;2679349.852;1226768.218;1;17.02.2024
190132654;0;101463759;26;10021155;Höfenstrasse;Höfenstr.;Höf;9901;1;6312;0;Steinhausen;2680050.267;1227622.511;1;17.02.2024
190132655;0;101463760;28;10021155;Höfenstrasse;Höfenstr.;Höf;9901;1;6312;0;Steinhausen;2680051.367;1227604.896;1;17.02.2024
190132656;0;101463762;43a;10021153;Hinterbergstrasse;Hinterbergstr.;Hin;9901;1;6312;0;Steinhausen;2678547.053;1227389.674;1;17.02.2024
190132657;0;102234650;43b;10021153;Hinterbergstrasse;Hinterbergstr.;Hin;9901;1;6312;0;Steinhausen;2678495.465;1227418.139;1;17.02.2024
190132658;0;101463763;43c;10021153;Hinterbergstrasse;Hinterbergstr.;Hin;9901;1;6312;0;Steinhausen;2678502.87;1227477.377;1;17.02.2024
190132659;0;101463765;43d;10021153;Hinterbergstrasse;Hinterbergstr.;Hin;9901;1;6312;0;Steinhausen;2678515.645;1227548.492;1;17.02.2024
190132660;0;101463774;3;10064953;Zugerstrasse;Zugerstr.;Zug;9901;1;6312;0;Steinhausen;2679321.969;1227811.165;1;17.02.2024
190134193;0;102234651;5;10066039;Luegetenstrasse;Luegetenstr.;Lue;9901;1;6313;0;Menzingen;2687490.047;1225925.06;1;17.02.2024
190134948;0;101466144;5;10130083;Dürrenburgstrasse;Dürrenburgstr.;Dür;9901;1;6318;0;Walchwil;2681556.312;1218083.197;1;17.02.2024
190135073;0;101466531;19;10182813;Eschfeldstrasse;Eschfeldstr.;Esc;9901;1;6312;0;Steinhausen;2679802.551;1227987.063;1;17.02.2024
190135074;0;101469149;2;10165049;Tannstrasse;Tannstr.;Tan;9901;1;6312;0;Steinhausen;2680036.735;1227966.202;1;17.02.2024
190135075;0;101469150;17;10182813;Eschfeldstrasse;Eschfeldstr.;Esc;9901;1;6312;0;Steinhausen;2679631.252;1228029.141;0;17.02.2024
190135076;0;101469151;19;10052733;Blickensdorferstrasse;Blickensdorferstr.;Bli;9901;1;6312;0;Steinhausen;2679774.152;1227938.67;1;17.02.2024
190135213;0;101470589;46.3;10017891;Schulhausstrasse;Schulhausstr.;Sch;9901;1;6318;0;Walchwil;2681745.763;1217044.795;1;17.02.2024
190135306;0;101473264;25;10021155;Höfenstrasse;Höfenstr.;Höf;9901;1;6312;0;Steinhausen;2680058.027;1227650.269;1;17.02.2024
190135349;0;101473277;13;10182813;Eschfeldstrasse;Eschfeldstr.;Esc;9901;1;6312;0;Steinhausen;2679456.422;1228036.233;1;17.02.2024
190135350;0;101985153;11;10182813;Eschfeldstrasse;Eschfeldstr.;Esc;9901;1;6312;0;Steinhausen;2679442.862;1228047.838;1;17.02.2024
190135365;0;101473287;6;10018186;Teufli;Teufli;Teu;9901;1;6315;3;Morgarten;2691128.284;1217418.445;1;17.02.2024
190135366;0;101729379;8;10018186;Teufli;Teufli;Teu;9901;1;6315;3;Morgarten;2691133.374;1217420.272;1;17.02.2024
190135368;0;101936153;10;10018186;Teufli;Teufli;Teu;9901;1;6315;3;Morgarten;2691153.674;1217422.128;1;17.02.2024
190135369;0;101473289;12;10018186;Teufli;Teufli;Teu;9901;1;6315;3;Morgarten;2691158.759;1217424.013;1;17.02.2024
190135370;0;101468147;14;10018186;Teufli;Teufli;Teu;9901;1;6315;3;Morgarten;2691178.777;1217426.071;1;17.02.2024
190135371;0;101473290;16;10018186;Teufli;Teufli;Teu;9901;1;6315;3;Morgarten;2691184.141;1217428.207;1;17.02.2024
190135372;0;101473291;18;10018186;Teufli;Teufli;Teu;9901;1;6315;3;Morgarten;2691201.824;1217435.053;1;17.02.2024
190135373;0;102234652;20;10018186;Teufli;Teufli;Teu;9901;1;6315;3;Morgarten;2691206.802;1217437.02;1;17.02.2024
190135374;0;101473292;22;10018186;Teufli;Teufli;Teu;9901;1;6315;3;Morgarten;2691221.271;1217455.431;1;17.02.2024
190135375;0;101980411;24;10018186;Teufli;Teufli;Teu;9901;1;6315;3;Morgarten;2691226.28;1217457.19;1;17.02.2024
190135376;0;101473293;15;10018186;Teufli;Teufli;Teu;9901;1;6315;3;Morgarten;2691218.058;1217481.44;1;17.02.2024
190135377;0;101473294;11;10018186;Teufli;Teufli;Teu;9901;1;6315;3;Morgarten;2691206.159;1217477.305;1;17.02.2024
190135378;0;101473295;9;10018186;Teufli;Teufli;Teu;9901;1;6315;3;Morgarten;2691187.356;1217468.218;1;17.02.2024
190135380;0;102107767;7;10018186;Teufli;Teufli;Teu;9901;1;6315;3;Morgarten;2691180.365;1217465.681;1;17.02.2024
190135381;0;101473296;5;10018186;Teufli;Teufli;Teu;9901;1;6315;3;Morgarten;2691175.741;1217463.999;1;17.02.2024
190135391;0;101473405;9a;10094994;Haglistrasse;Haglistr.;Hag;9901;1;6315;0;Oberägeri;2688434.547;1221907.847;1;17.02.2024
190135411;0;101466849;36a;10021155;Höfenstrasse;Höfenstr.;Höf;9901;1;6312;0;Steinhausen;2680315.252;1227454.841;1;17.02.2024
190135412;0;100973047;36b;10021155;Höfenstrasse;Höfenstr.;Höf;9901;1;6312;0;Steinhausen;2680298.238;1227466.921;1;17.02.2024
190135523;0;101466323;37;10021155;Höfenstrasse;Höfenstr.;Höf;9901;1;6312;0;Steinhausen;2680386.153;1227386.551;1;17.02.2024
190135524;0;101466324;39;10021155;Höfenstrasse;Höfenstr.;Höf;9901;1;6312;0;Steinhausen;2680391.461;1227374.24;1;17.02.2024
190135528;0;102234653;43;10021155;Höfenstrasse;Höfenstr.;Höf;9901;1;6312;0;Steinhausen;2680416.073;1227295.37;1;17.02.2024
190135635;0;101467394;6;10165049;Tannstrasse;Tannstr.;Tan;9901;1;6312;0;Steinhausen;2680077.441;1228084.641;1;17.02.2024
190135653;0;101468949;37;10094995;Hauptstrasse;Hauptstr.;Hau;9901;1;6315;0;Oberägeri;2688838.486;1221170.803;1;17.02.2024
190135696;0;101474583;2;10021759;Küfergasse;Küfergasse;Küf;9901;1;6315;0;Oberägeri;2689070.267;1221068.281;1;17.02.2024
190135753;0;101467763;35;10139513;Industriestrasse;Industriestr.;Ind;9901;1;6312;0;Steinhausen;2679227.678;1227270.871;0;17.02.2024
190135754;0;101467764;1a;10061323;Weid;Weid;Wei;9901;1;6312;0;Steinhausen;2679780.393;1228540.42;1;17.02.2024
190135764;0;101466222;14a;10021774;Gyreggstrasse;Gyreggstr.;Gyr;9901;1;6315;2;Alosen;2690974.098;1221881.292;1;17.02.2024
190136048;0;101468961;35a;10178860;Grubenstrasse;Grubenstr.;Gru;9901;1;6315;0;Oberägeri;2688586.158;1221766.184;1;17.02.2024
190136051;0;101988400;2;10121404;Gulmstrasse;Gulmstr.;Gul;9901;1;6315;0;Oberägeri;2689297.302;1221065.586;1;17.02.2024
190136064;0;101468974;2;10021756;Im Eichli;Im Eichli;Eic;9901;1;6315;0;Oberägeri;2690516.64;1220976.499;1;17.02.2024
190136064;1;101762082;4;10021756;Im Eichli;Im Eichli;Eic;9901;1;6315;0;Oberägeri;2690512.783;1220977.916;1;17.02.2024
190136065;0;102234654;33a;10021155;Höfenstrasse;Höfenstr.;Höf;9901;1;6312;0;Steinhausen;2680096.72;1227598.35;1;17.02.2024
190136066;0;101468975;35;10021155;Höfenstrasse;Höfenstr.;Höf;9901;1;6312;0;Steinhausen;2680102.619;1227577.696;1;17.02.2024
190136067;0;101468976;12;10189532;Im Ländli;Im Ländli;Län;9901;1;6315;0;Oberägeri;2690550.425;1220445.791;1;17.02.2024
190136068;0;101977843;8;10189532;Im Ländli;Im Ländli;Län;9901;1;6315;0;Oberägeri;2690635.123;1220342.787;1;17.02.2024
190136072;0;101729380;52;10094998;Mitteldorfstrasse;Mitteldorfstr.;Mit;9901;1;6315;0;Oberägeri;2688484.452;1221387.738;1;17.02.2024
190136073;0;102196651;21;10018183;Naasstrasse;Naasstr.;Naa;9901;1;6315;3;Morgarten;2690369.76;1217661.286;1;17.02.2024
190136074;0;101468979;29;10018183;Naasstrasse;Naasstr.;Naa;9901;1;6315;3;Morgarten;2690064.364;1217965.138;1;17.02.2024
190136075;0;101468980;45;10018183;Naasstrasse;Naasstr.;Naa;9901;1;6315;3;Morgarten;2689949.813;1218220.637;1;17.02.2024
190136078;0;101467567;79;10018183;Naasstrasse;Naasstr.;Naa;9901;1;6315;3;Morgarten;2689956.19;1218546.083;1;17.02.2024
190136082;0;101468984;85;10018183;Naasstrasse;Naasstr.;Naa;9901;1;6315;3;Morgarten;2689944.178;1218589.549;1;17.02.2024
190136088;0;101467571;64;10021766;Rämslistrasse;Rämslistr.;Räm;9901;1;6315;0;Oberägeri;2691143.711;1220216.518;1;17.02.2024
190136091;0;101467573;2;10159848;Rüsliweg;Rüsliweg;Rüs;9901;1;6315;0;Oberägeri;2689409.081;1221726.957;1;17.02.2024
190136094;0;101467576;30;10113572;Schwandstrasse;Schwandstr.;Sch;9901;1;6315;2;Alosen;2690656.222;1222020.353;1;17.02.2024
190136095;0;102234655;1a;10064925;Schwerzelrain;Schwerzelrain;Sch;9901;1;6315;0;Oberägeri;2689498.398;1221285.906;1;17.02.2024
190136099;0;101468987;1;10021770;Silbergasse;Silbergasse;Sil;9901;1;6315;0;Oberägeri;2688886.039;1221146.516;1;17.02.2024
190136109;0;101468992;4;10064926;Seestrasse;Seestr.;See;9901;1;6315;0;Oberägeri;2688928.371;1221126.383;1;17.02.2024
190136111;0;101468994;29;10094995;Hauptstrasse;Hauptstr.;Hau;9901;1;6315;0;Oberägeri;2688924.14;1221141.156;1;17.02.2024
190136113;0;102234656;10;10064920;Müslirain;Müslirain;Müs;9901;1;6315;0;Oberägeri;2689122.56;1221492.018;1;17.02.2024
190136119;0;101467462;9;10064920;Müslirain;Müslirain;Müs;9901;1;6315;0;Oberägeri;2689137.655;1221508.799;1;17.02.2024
190136120;0;101467463;13;10018822;Bachweg;Bachweg;Bac;9901;1;6315;0;Oberägeri;2689238.523;1221193.37;1;17.02.2024
190136123;0;102107768;9;10018822;Bachweg;Bachweg;Bac;9901;1;6315;0;Oberägeri;2689194.983;1221154.684;1;17.02.2024
190136125;0;101467467;18;10021756;Im Eichli;Im Eichli;Eic;9901;1;6315;0;Oberägeri;2690448.068;1221062.955;1;17.02.2024
190136166;0;101467587;7b;10095002;Birchliweg;Birchliweg;Bir;9901;1;6315;2;Alosen;2690580.125;1221624.787;1;17.02.2024
190136248;0;101470350;40c;10018233;Bannstrasse;Bannstr.;Ban;9901;1;6312;0;Steinhausen;2679539.636;1228402.51;1;17.02.2024
190136249;0;101470351;40b;10018233;Bannstrasse;Bannstr.;Ban;9901;1;6312;0;Steinhausen;2679542.748;1228381.102;1;17.02.2024
190136251;0;101470353;4;10159855;Moosstrasse;Moosstr.;Moo;9901;1;6312;0;Steinhausen;2678820.405;1228218.089;1;17.02.2024
190136254;0;101470439;4;10114682;Hochwachtstrasse;Hochwachtstr.;Hoc;9901;1;6312;0;Steinhausen;2679399.006;1227828.025;1;17.02.2024
190136255;0;101470440;2;10114682;Hochwachtstrasse;Hochwachtstr.;Hoc;9901;1;6312;0;Steinhausen;2679393.604;1227847.158;1;17.02.2024
190136257;0;101642916;44;10021153;Hinterbergstrasse;Hinterbergstr.;Hin;9901;1;6312;0;Steinhausen;2678663.37;1227510.432;1;17.02.2024
190136258;0;101470442;2;10159855;Moosstrasse;Moosstr.;Moo;9901;1;6312;0;Steinhausen;2678798.451;1228209.277;1;17.02.2024
190136259;0;101470443;26;10018233;Bannstrasse;Bannstr.;Ban;9901;1;6312;0;Steinhausen;2679399.762;1228168.585;1;17.02.2024
190136279;0;102107769;47;10021153;Hinterbergstrasse;Hinterbergstr.;Hin;9901;1;6312;0;Steinhausen;2678551.258;1227445.303;1;17.02.2024
190136287;0;101470368;46;10021153;Hinterbergstrasse;Hinterbergstr.;Hin;9901;1;6312;0;Steinhausen;2678663.134;1227466.511;1;17.02.2024
190136330;0;101470375;16a;10091886;Zürcherhofstrasse;Zürcherhofstr.;Zür;9901;1;6312;0;Steinhausen;2679743.247;1228201.528;1;17.02.2024
190136333;0;101470378;17;10114682;Hochwachtstrasse;Hochwachtstr.;Hoc;9901;1;6312;0;Steinhausen;2679454.385;1227726.775;1;17.02.2024
190136835;0;101467373;63a;10139513;Industriestrasse;Industriestr.;Ind;9901;1;6312;0;Steinhausen;2679042.553;1227220.519;1;17.02.2024
190136835;1;102969560;63b;10139513;Industriestrasse;Industriestr.;Ind;9901;1;6312;0;Steinhausen;2679048.702;1227182.2;1;17.02.2024
190136838;0;101473135;3a;10064949;Knonauerstrasse;Knonauerstr.;Kno;9901;1;6312;0;Steinhausen;2678880.02;1227825.704;1;17.02.2024
190136838;1;103119590;3;10064949;Knonauerstrasse;Knonauerstr.;Kno;9901;1;6312;0;Steinhausen;2678896.891;1227821.17;1;17.02.2024
190136999;0;102092643;9a;10064953;Zugerstrasse;Zugerstr.;Zug;9901;1;6312;0;Steinhausen;2679344.405;1227698.495;1;17.02.2024
190137908;0;101230662;1;10091885;Allmendstrasse;Allmendstr.;All;9901;1;6312;0;Steinhausen;2679591.416;1227150.048;1;17.02.2024
190138031;0;101343535;26;10114682;Hochwachtstrasse;Hochwachtstr.;Hoc;9901;1;6312;0;Steinhausen;2679456.078;1227655.116;1;17.02.2024
190138032;0;101367177;30;10114682;Hochwachtstrasse;Hochwachtstr.;Hoc;9901;1;6312;0;Steinhausen;2679468.77;1227623.074;1;17.02.2024
190138033;0;101367179;28;10114682;Hochwachtstrasse;Hochwachtstr.;Hoc;9901;1;6312;0;Steinhausen;2679421.501;1227639.67;1;17.02.2024
190138034;0;102234657;32;10114682;Hochwachtstrasse;Hochwachtstr.;Hoc;9901;1;6312;0;Steinhausen;2679452.498;1227593.732;1;17.02.2024
190138035;0;101367181;20;10021155;Höfenstrasse;Höfenstr.;Höf;9901;1;6312;0;Steinhausen;;;1;17.02.2024
190138036;0;101326147;20a;10021155;Höfenstrasse;Höfenstr.;Höf;9901;1;6312;0;Steinhausen;;;1;17.02.2024
190138162;0;101467178;7;10021161;Rebenstrasse;Rebenstr.;Reb;9901;1;6312;0;Steinhausen;2679196.085;1228402.864;1;17.02.2024
190139028;0;101467184;23b;10021466;Gubelweg;Gubelweg;Gub;9901;1;6315;0;Oberägeri;2688373.319;1221864.908;1;17.02.2024
190139030;0;102234659;23c;10021466;Gubelweg;Gubelweg;Gub;9901;1;6315;0;Oberägeri;2688364.249;1221863.392;1;17.02.2024
190139889;0;101470667;27;10064611;Neudorfstrasse;Neudorfstr.;Neu;9901;1;6313;0;Menzingen;2687512.806;1225787.274;1;17.02.2024
190140335;0;102174648;1;10018735;Mugerenmatt;Mugerenmatt;Mug;9901;1;6330;0;Cham;2678011.836;1226352.013;1;17.02.2024
